For each of the original names, this files finds
the most similiar counterpart in the new names dataset using the LCS algorithm,
a sequence similarity algorithm, and
finding any new names such that the new name is a subset of the original name or
the original name is a subset of the new name.Original Name: New Name (LCS), New Name (Sequence Similarity), [Subset Names]
Precilla: Karila, Karila, []
Nizhoni: Anielina, Anieli, []
Michaelene: Janelee, Delene, []
Ivelisse: Anieline, Anieline, []
Keli: Cleoli, Cleoli, []
Bryn: Karelynn, Karelynn, []
Marshay: Marresha, Marresha, []
Kaylin: Ellaline, Aralina, []
Shalina: Aralina, Aralina, []
Evanna: Eevanay, Eevanay, []
Aneth: Marianette, Janesta, []
Kelsy: Narely, Narely, []
Dina: Marianua, Ririna, []
Safa: Lasharia, Lasharia, []
Kiani: Marianie, Makani, []
Lilit: Alielic, Alielic, []
Dorothy: Kathnyn, Nadoey, []
Robbin: Marianua, Caroon, []
Yashvi: Lasharia, Lasharia, []
Cammy: Kameya, Kameya, []
Andre: Betlande, Betlande, []
Elenore: Delene, Delene, []
Karla: Karila, Karila, []
Roseanne: Carsiean, Carsiean, []
Francie: Marianie, Marianie, []
Leonore: Dilanarie, Delene, []
Makiah: Shakiyah, Shakiyah, []
Kaiulani: Marianie, Marianie, []
Uilani: Dilanarie, Dilanarie, []
Sadie: Ladie, Ladie, []
Avary: Narely, Maray, []
Nerissa: Lerisa, Lerisa, []
Tiyana: Marianua, Sayana, []
Vianka: Marianua, Rianua, []
Vivianna: Larianna, Larianna, []
Imagene: Marianee, Lima, []
Amrit: Sharite, Samita, []
Latanya: Marianua, Sayana, []
Willia: Anielina, Sirlia, []
Henrietta: Sharetta, Sharetta, []
Railey: Canilee, Araly, []
Peter: Betlande, Korette, []
Leeanna: Alanda, Alanda, []
Athina: Kathnia, Kathnia, []
Emalyn: Karelynn, Nenlynn, []
Aliya: Lalira, Lalira, []
Kalani: Daranina, Makani, []
Berkeley: Merelle, Merelle, []
Jamaica: Zamelia, Marrica, []
Lanora: Alanda, Alanda, []
Ligia: Lalira, Aliea, []
Kyliee: Laylee, Laylee, []
Tomi: Domelinea, Domelinea, []
Almadelia: Zamelia, Zamelia, []
Kanesha: Marresha, Sanisha, []
Kayana: Sayana, Sayana, []
Karli: Marali, Marali, []
Antonia: Kathnia, Kathnia, []
Kymora: Shakiyah, Kamerha, []
Rosaisela: Carsiean, Risela, []
Maia: Marianua, Taria, []
Mataya: Marianua, Maray, []
Kimiko: Sinmie, Sinmie, []
Shayna: Sayana, Sayana, []
Fanny: Shannay, Shannay, []
Sharai: Lasharia, Lasharia, []
Lexington: Alexandel, Alexandel, []
Infant: Marianette, Anan, []
Adira: Lalira, Lalira, []
Roshunda: Marresha, Vosha, []
Kizzy: Shakiyah, Shakiyah, []
Shiann: Shanni, Shanni, []
Kimbley: Canilee, Kille, []
Emmily: Narely, Narely, []
Kelci: Cleoli, Cleoli, []
Kalynn: Karelynn, Karelynn, []
Amor: Kamerha, Kamerha, []
Jaylinn: Karelynn, Darinn, []
Lashawnda: Alanda, Alanda, []
Ameera: Kamerha, Kamerha, []
Felita: Anielina, Zamelia, []
Phuong: Sharoaen, Sharoaen, []
Maribeth: Marianette, Jarie, []
Jade: Betlande, Ladie, []
Thalia: Lalira, Lalira, []
Tena: Zenda, Zenda, []
Marya: Marianua, Maray, []
Yohanna: Sharnnna, Layanna, []
Jena: Zenda, Zenda, []
Janine: Canilee, Canilee, []
Koren: Korden, Korden, []
Solange: Ellaline, Ellaline, []
Aine: Ellaline, Davinne, []
Allena: Carlelle, Lailen, []
Codi: Cleoli, Ladie, []
Citlali: Ellaline, Alai, []
Leighanne: Alexandel, Alexandel, []
Aahana: Larhana, Larhana, []
Barrie: Marrice, Marrie, []
Annie: Canilee, Shanni, []
Sammie: Sharite, Jarie, []
Roxane: Marianee, Marianee, []
Aymee: Laylee, Laylee, []
Emiliana: Anielina, Anielina, []
Kinsleigh: Sianiyah, Sianiyah, []
Ayra: Marianua, Marra, []
Jan: Marianua, Anan, []
Raven: Sharoaen, Sharoaen, []
Saralyn: Karelynn, Karelynn, []
Briseyda: Carsiean, Lerisa, []
Kamille: Carielle, Jamelle, []
Jaye: Laylee, Laylee, []
Monroe: Korden, Amniea, []
Keirsten: Markeste, Markeste, []
Gisele: Anieline, Risela, []
Kelley: Carlelle, Merelle, []
Lya: Laleya, Laleya, []
Elvia: Anielina, Zamelia, []
Shatima: Lasharia, Lasharia, []
Caliana: Marianua, Aralina, []
Nereyda: Shaneya, Rerena, []
Bobbiejo: Koliee, Koliee, []
Isaiah: Sianiyah, Alariah, []
Jaimee: Canilee, Canilee, []
Bernestine: Anieline, Markeste, []
Amandeep: Marianee, Marianee, []
Conchita: Sonisha, Sonisha, []
Henna: Sharnnna, Shannay, []
Karrington: Mariarita, Darinn, []
Renee: Marianee, Mareee, []
Jeneen: Delinee, Delinee, []
Aisha: Sanisha, Sanisha, []
Claritza: Alariah, Alariah, []
Kristin: Carsiean, Marissia, []
Arlyn: Karelynn, Karelynn, []
Raneem: Marianee, Marianee, []
Trinette: Marianette, Marianette, []
Briyana: Marianua, Marianua, []
Maimouna: Marianua, Lakina, []
Nava: Anaria, Anaria, []
Francis: Kanisa, Kanisa, []
Manuel: Hanell, Hanell, []
Keegan: Betlande, Reelea, []
Abby: Narely, Maray, []
Marcela: Aariela, Aariela, []
Eureka: Rerena, Rerena, []
Thomasena: Domelinea, Sharoaen, []
Mackenzi: Makenia, Makenia, []
Kloie: Cleoli, Aliea, []
Chavon: Sharoaen, Sharoaen, []
Amiah: Samah, Samah, []
Cinnamon: Larianna, Anan, []
Seraphina: Daranina, Aralina, []
Dominque: Domelinea, Domelinea, []
Kambri: Marianua, Jarie, []
Melodie: Domelinea, Domelinea, []
Shawnna: Sharnnna, Shannay, []
Cheree: Merelle, Merelle, []
Bao: Caroon, Caroon, []
Adaya: Marianua, Maray, []
Jenni: Karelynn, Anani, []
Roxann: Daranina, Daranina, []
Floretta: Karretta, Korette, []
Calandra: Alanda, Alanda, []
Angelyna: Anielina, Shaneya, []
Tamatha: Kathari, Samah, []
Jayda: Kameya, Kayan, []
Karena: Mariahena, Karera, []
Gala: Lalira, Lalira, []
Heavenly: Narely, Nenlynn, []
Nika: Ranika, Ranika, [, Ranika]
Hester: Markeste, Markeste, []
Abree: Carlelle, Barlee, []
Khia: Phanisa, Sharia, []
Razan: Marianua, Saman, []
Janie: Canilee, Canilee, []
Dasha: Marresha, Sanisha, []
Veola: Cleoli, Lesla, []
Cailyn: Jaclilyn, Jaclilyn, []
Zoua: Guida, Auha, []
Rana: Marianua, Hrana, [, Hrana]
Vianney: Davinne, Davinne, []
Sonam: Sonisha, Sonisha, []
Kyndal: Zenda, Zenda, []
Gloria: Alariah, Alariah, []
Sheril: Sherrila, Sherrila, []
Katlynn: Karelynn, Karelynn, []
Jayme: Kameya, Kameya, []
Adysen: Carsiean, Layreen, []
Heidi: Sherrila, Sharei, []
Gemma: Algena, Algena, []
Baylie: Laylee, Laylee, []
Yamilex: Canilee, Lailen, []
Marilyn: Karelynn, Karelynn, []
Chiamaka: Samika, Samika, []
Reyna: Karelynn, Keyna, []
Jerica: Kareria, Deria, []
Shalynn: Karelynn, Karelynn, []
Caliyah: Sianiyah, Sianiyah, []
Cammie: Sharite, Jarie, []
Zahra: Lasharia, Lasharia, []
Laney: Ellaline, Kaney, []
Benita: Cenisha, Cenisha, []
Noel: Anielina, Hanell, []
Shakita: Lasharia, Lasharia, []
Dejah: Lellah, Lellah, []
Yessica: Marissia, Marissia, []
Palma: Lalira, Samah, []
Despina: Anielina, Anielina, []
Consepcion: Anielina, Doneli, []
Kamaria: Mariarita, Taria, []
Sudie: Carsiean, Ladie, []
Anny: Shannay, Shannay, []
Zuleika: Guida, Guida, []
Eternity: Sharite, Leris, []
Sydni: Jamesyn, Jamesyn, []
Ameya: Kameya, Kameya, [, Kameya]
Michal: Micha, Micha, []
Jaiyana: Marianua, Sayana, []
Jannely: Narely, Kaney, []
Rosalba: Aralina, Aralina, []
Callista: Lalira, Lalira, []
Tashana: Lasharia, Larhana, []
Malori: Marianua, Jarie, []
Evalina: Anielina, Aralina, []
Mykaela: Zamelia, Zamelia, []
Dalia: Lalira, Lalira, []
Vinita: Mariarita, Sianiyah, []
Lacretia: Karretta, Alariah, []
Braleigh: Marali, Marali, []
Jerusha: Marresha, Lerisa, []
Pernell: Merelle, Merelle, []
Paislee: Canilee, Canilee, []
Jordin: Korden, Korden, []
Shanel: Hanell, Hanell, []
Miya: Kameya, Camia, []
Lux: Alexandel, Blexa, []
Krista: Mariarita, Lerisa, []
Aryn: Karelynn, Karelynn, []
Mae: Narely, Lima, []
Sandee: Canilee, Jadeel, []
Robbie: Sharite, Jarie, []
Lizmarie: Dilanarie, Jarie, []
Carter: Sharite, Karer, []
Maite: Sharite, Sharite, []
Diamantina: Daranina, Daranina, []
Shaylyn: Karelynn, Karelynn, []
Marlee: Carlelle, Barlee, []
Jannatul: Daranina, Layanna, []
Pyper: Rayler, Rayler, []
Zylah: Lellah, Lellah, []
Kaley: Laleya, Laleya, []
Dara: Marianua, Maray, []
Emersen: Carsiean, Rerena, []
Myrl: Narely, Marali, []
Kandra: Alanda, Alanda, []
Cloe: Macelen, Macelen, []
Adaly: Narely, Maray, []
Shaquita: Lasharia, Lasharia, []
Gaia: Marianua, Taria, []
Margaux: Marianua, Marianua, []
Charmaine: Sharite, Sharite, []
Randee: Marianee, Marianee, []
Apollonia: Lalira, Lalira, []
Suzanna: Daranina, Layanna, []
Basilia: Lalira, Lalira, []
Kara: Marianua, Maray, []
Kloe: Cleoli, Kille, []
Miguelina: Anielina, Anielina, []
Kamala: Zamelia, Samah, []
Nathali: Kathari, Kathari, []
Angelique: Janelee, Janelee, []
Shantrell: Carlelle, Hanell, []
Zaniah: Sianiyah, Sianiyah, []
Evonne: Davinne, Davinne, []
Verania: Daranina, Daranina, []
Luis: Guida, Alai, []
Lashaunda: Alanda, Alanda, []
Theia: Kathnia, Kathnia, []
Lilyann: Jaclilyn, Jaclilyn, []
Lynnea: Karelynn, Nenlynn, []
Edwin: Anielina, Delinee, []
Gudrun: Guida, Guida, []
Aleana: Marianua, Alanda, []
Aerin: Marianua, Katrin, []
Adella: Nardeelle, Hanell, []
Kearra: Marresha, Marra, []
Jonathan: Kathari, Kathah, []
Dawne: Canilee, Kaney, []
Donald: Sonisha, Doneli, []
Rosalee: Marialeen, Marialee, []
Gabriella: Aariela, Aariela, []
Addy: Nadoey, Nadoey, []
Lariyah: Alariah, Alariah, []
Triniti: Mariarita, Katrin, []
Latonia: Kathnia, Alania, []
Joy: Koley, Koley, []
Jeniffer: Anielina, Anieli, []
Ethyl: Kathnyn, Kathnyn, []
Rita: Mariarita, Taria, [, Mariarita]
Alaina: Daranina, Aralina, []
Lesa: Kalesza, Kalesza, []
Eda: Zenda, Zenda, []
Aissata: Mariarita, Latissa, []
Jenae: Zenda, Zenda, []
Helen: Ateleen, Delene, []
Maddison: Marianua, Ladie, []
Jissel: Risela, Risela, []
Torrey: Narely, Koley, []
Lucinda: Guida, Guida, []
Lettie: Natletta, Jattie, []
Brantley: Marianette, Araly, []
Barbra: Marresha, Marra, []
Jailyne: Jaclilyn, Jaclilyn, []
Bobette: Korette, Korette, []
Lanesha: Marresha, Sanisha, []
Cinda: Guida, Guida, []
Nayelis: Anielina, Kameli, []
Nuria: Auaria, Auaria, []
Kaydee: Laylee, Laylee, []
Rossie: Carsiean, Carsiean, []
Priscila: Marissia, Marissia, []
Chizaram: Sharnnna, Sharia, []
Kaileen: Marialeen, Lailen, []
Janay: Shannay, Shannay, []
Saundra: Alanda, Alanda, []
Itzell: Carielle, Carielle, []
Joleen: Koliee, Koliee, []
Darnisha: Sanisha, Sanisha, []
Torrie: Marrice, Hatrie, []
Denette: Marianette, Marianette, []
Biviana: Marianua, Ririna, []
Tzipporah: Lalira, Lalira, []
Kierstyn: Markeste, Jamesyn, []
Milana: Dilanarie, Alanda, []
Aasiyah: Sianiyah, Sianiyah, []
Jameria: Zamelia, Zamelia, []
Yaiza: Marianua, Taria, []
Joceline: Domelinea, Domelinea, []
Willow: Kille, Kille, []
Anica: Kanisa, Kanisa, []
Leni: Cleoli, Cleoli, []
Madelin: Lateline, Lateline, []
Ronisha: Sonisha, Sonisha, []
Lashanda: Alanda, Alanda, []
Brynlee: Canilee, Laylee, []
Cailynn: Karelynn, Karelynn, []
Cherese: Markeste, Merelle, []
Novalee: Canilee, Laylee, []
Krysti: Carsiean, Martiea, []
Maralyn: Karelynn, Karelynn, []
Tomekia: Domelinea, Domelinea, []
Lashae: Marresha, Sanisha, []
Natoya: Kathari, Kayan, []
Hera: Sherrila, Sherrila, []
Shara: Lasharia, Lasharia, []
Cing: Jaclilyn, Jaclilyn, []
Lin: Anielina, Aralina, [, Anielina, Ellaline, Aralina, Anieline, Delinee, Lateline, Domelinea]
Masayo: Kanisa, Maray, []
Kelsea: Reelea, Reelea, []
Darleen: Marialeen, Barlee, []
Bennie: Anielina, Anani, []
Micheala: Anielina, Micha, []
Catarina: Marianua, Katrin, []
Shemeka: Marresha, Vosha, []
Loni: Cleoli, Cleoli, []
Tahira: Lalira, Lalira, []
Yadhira: Lalira, Lalira, []
Kaila: Karila, Karila, []
Jeryl: Sherrila, Merelle, []
Ranada: Marianua, Hrana, []
Ciani: Marianie, Marianie, []
Batoul: Martlee, Martlee, []
Julianne: Ellaline, Auanee, []
Ciena: Anielina, Anielina, []
Renae: Mariahena, Rerena, []
Adeline: Lateline, Lateline, []
Ashle: Canilee, Laylee, []
Malika: Lalira, Lalira, []
Shelly: Narely, Narely, []
Kaileigh: Canilee, Lailen, []
Lee: Canilee, Laylee, [, Canilee, Laylee, Martlee, Barlee, Janelee, Garlee, Ateleen, Larilee, Marialeen, Marialee]
Vallie: Carlelle, Carlli, []
Arionna: Larianna, Larianna, []
Inez: Ellaline, Sinmie, []
Fallyn: Jaclilyn, Jaclilyn, []
Luna: Anielina, Alanda, []
Leylah: Aliela, Aliela, []
Rolanda: Alanda, Alanda, []
Ying: Marianua, Kayan, []
Tomie: Domelinea, Domelinea, []
Richard: Kariarnd, Micha, []
Jamaria: Mariarita, Taria, []
Halia: Lalira, Lalira, []
Kyleigh: Cleoli, Cleoli, []
Pranavi: Marianua, Hrana, []
Lianne: Ellaline, Davinne, []
Kalie: Ellaline, Larilie, []
Shalisa: Phanisa, Phanisa, []
Augusta: Janesta, Janesta, []
Cypress: Marresha, Layreen, []
Janett: Marianette, Marianette, []
Hayden: Layreen, Layreen, []
Krislynn: Karelynn, Karelynn, []
Zanya: Sianiyah, Shaneya, []
Rilla: Karila, Karila, []
Jestine: Betlande, Delinee, []
Gwendolyn: Nenlynn, Nenlynn, []
Emmanuella: Hanell, Hanell, []
Bibi: Anielina, Anieli, []
Rivka: Marianua, Taria, []
Dezaray: Maray, Maray, []
Dayonna: Layanna, Layanna, []
Ximena: Anielina, Lima, []
Leanne: Alexandel, Delene, []
Lilli: Ellaline, Alielic, []
Lonie: Dilanarie, Aliea, []
Gary: Narely, Maray, []
Hadassah: Phanisa, Phanisa, []
Joette: Korette, Korette, []
Sivan: Carsiean, Carsiean, []
Tammye: Kameya, Kameya, []
Shonta: Marresha, Vosha, []
Jolynn: Karelynn, Nenlynn, []
Adele: Nardeelle, Jadeel, []
Ritika: Mariarita, Martiea, []
Rosabella: Zamelia, Hanell, []
Orianna: Larianna, Larianna, []
Taniqua: Marianua, Kanisa, []
Altamese: Canilee, Laylee, []
Delories: Anieline, Leris, []
Jay: Narely, Maray, []
Nayelly: Narely, Narely, []
Rida: Guida, Guida, []
Charlesetta: Sharetta, Sharetta, []
Florine: Ellaline, Delinee, []
Kai: Makani, Makani, []
Brystol: Martlee, Anbert, []
Rachel: Marahe, Marahe, []
Breonna: Karelynn, Rerena, []
Naomy: Kameya, Kameya, []
Kailea: Canilee, Karila, []
Shterna: Sharnnna, Rerena, []
Titiana: Marianua, Ririna, []
Zoila: Anielina, Karila, []
Jaleah: Natletta, Laleya, []
Sedalia: Lalira, Lalira, []
Damiyah: Sianiyah, Samah, []
Kyla: Shakiyah, Shakiyah, []
Sury: Narely, Maray, []
Bari: Marianua, Jarie, []
Kaitlan: Marianua, Karila, []
Cady: Nadoey, Nadoey, []
Kia: Makenia, Lakisa, []
Lucianna: Larianna, Larianna, []
Daphine: Ellaline, Davinne, []
Gail: Canilee, Karila, []
Bryna: Marianua, Hrana, []
Sequoia: Guida, Guida, []
Marvis: Marissia, Marissia, []
Eura: Auaria, Deria, []
Delisha: Cenisha, Cenisha, []
Destani: Betlande, Janesta, []
Regena: Layreen, Algena, []
Kiyana: Marianua, Sayana, []
Monzerrat: Lerria, Lerria, []
Zoraida: Daranina, Aralina, []
Zissy: Marissia, Latissa, []
Olivette: Koliee, Koliee, []
Atziri: Kathari, Hatrie, []
Shade: Sharite, Vosha, []
Rayna: Marianua, Hrana, []
Linette: Marianette, Delinee, []
Amyrie: Sharite, Jarie, []
Teairra: Lalira, Marra, []
Chasidy: Shakiyah, Shakiyah, []
Mannat: Daranina, Layanna, []
Dyanna: Layanna, Layanna, []
Pearle: Carlelle, Barlee, []
Elora: Lalira, Lesla, []
Phyllis: Cleoli, Alles, []
Alberta: Natletta, Natletta, []
Idaly: Guida, Guida, []
Elisabeth: Anielina, Lellah, []
Brooklin: Caroon, Caroon, []
Winni: Shanni, Anani, []
Yenifer: Anielina, Laylee, []
Aime: Sharite, Jarie, []
Cherice: Sharite, Sharite, []
Charlsie: Sharite, Sharite, []
Vincenza: Anielina, Davinne, []
Raul: Marianua, Araly, []
Marely: Narely, Narely, []
Kareena: Layreen, Layreen, []
Kapri: Marianua, Jarie, []
Paradise: Marianie, Marianie, []
Vicky: Marrice, Micha, []
Kanika: Ranika, Ranika, []
Cinthia: Kathnia, Kathnia, []
Wendy: Zenda, Zenda, []
Montanna: Daranina, Anania, []
Consuella: Anielina, Hanell, []
Sameerah: Kamerha, Kamerha, []
Presley: Narely, Narely, []
Dea: Guida, Guida, []
Malak: Lalira, Lalira, []
Renetta: Karretta, Karretta, []
Kelsi: Cleoli, Cleoli, []
Marylyn: Karelynn, Karelynn, []
Sumaiya: Auaria, Auaria, []
Aislyn: Jaclilyn, Jaclilyn, []
Abbigale: Marialeen, Marialee, []
Roselin: Domelinea, Domelinea, []
Manya: Sianiyah, Shaneya, []
Khushi: Lasharia, Lasharia, []
Nadine: Ellaline, Ladie, []
Ara: Marianua, Maray, [, Marali, Daranina, Maray, Ranara, Marahe, Sanarah]
Maliah: Lalira, Lalira, []
Jenilee: Canilee, Canilee, []
Kelis: Cleoli, Leris, []
Seidy: Guida, Guida, []
Catharine: Kathari, Kathari, []
Radhika: Daranina, Samika, []
Mindy: Sianiyah, Sianiyah, []
Gypsy: Jamesyn, Jamesyn, []
Sondra: Zenda, Zenda, []
Rufina: Marianua, Ririna, []
Arnita: Daranina, Taria, []
Jillian: Anielina, Sirlia, []
Kiri: Ririna, Ririna, []
Miesha: Laiesha, Laiesha, []
Julieanne: Alexandel, Aliea, []
Jelisa: Anielina, Lerisa, []
Kailynn: Karelynn, Karelynn, []
Cherita: Sherrila, Sherrila, []
Defne: Korden, Korden, []
Eva: Eevanay, Eevanay, [, Eevanay]
Chante: Sharite, Sharite, []
Sarai: Marali, Marali, []
Trinh: Katrin, Katrin, []
Aadhya: Mariahena, Samah, []
Abbygale: Laylee, Laylee, []
Anyah: Sianiyah, Sianiyah, []
Tierney: Anieline, Anieline, []
Aaryn: Karelynn, Karelynn, []
Fatoumata: Karretta, Samita, []
Sibyl: Anielina, Kille, []
Tenaya: Eevanay, Eevanay, []
Yanely: Narely, Kaney, []
Mahina: Marianua, Lakina, []
Savina: Marianua, Lakina, []
Joslynn: Karelynn, Nenlynn, []
Melani: Zamelia, Kameli, []
Nelia: Anielina, Anielina, []
Mackenzy: Makenia, Kacke, []
Alexys: Laleya, Laleya, []
Selah: Lellah, Lellah, []
Kylee: Laylee, Laylee, []
Latrina: Marianua, Katrin, []
Dagmar: Kathari, Samah, []
Rhema: Mariahena, Mariahena, []
Kynleigh: Cleoli, Cleoli, []
Ariona: Marianua, Taria, []
Jacelyn: Kacelynn, Kacelynn, []
Daelyn: Karelynn, Karelynn, []
Ruthann: Shanni, Shanni, []
Courtenay: Korden, Korden, []
Barbara: Mariarita, Marra, []
Rosselyn: Karelynn, Karelynn, []
Yareth: Marresha, Marresha, []
Dionicia: Anielina, Licria, []
Bethanne: Betlande, Betlande, []
Isabel: Risela, Risela, []
Chandler: Canilee, Rayler, []
Jasmyn: Jamesyn, Jamesyn, []
Altagracia: Kathari, Kathari, []
Kenadee: Betlande, Jadeel, []
Thu: Kathari, Kathah, []
Josseline: Domelinea, Domelinea, []
Terrye: Marresha, Darren, []
Shelba: Sherrila, Risela, []
Allyssa: Marissia, Laleya, []
Naya: Kameya, Kayan, []
Chyanne: Shanni, Shanni, []
Brandie: Marianie, Ladie, []
Kamyla: Kameya, Kameya, []
Tomika: Samika, Samika, []
Alane: Ellaline, Ellaline, []
Daniel: Anielina, Hanell, []
Rori: Marrice, Lerria, []
Falyn: Karelynn, Karelynn, []
Kamdyn: Jamesyn, Jamesyn, []
Giuliana: Anielina, Anielina, []
Caleigh: Cleoli, Cleoli, []
Avie: Davinne, Davinne, []
Reginia: Marianua, Ririna, []
Kealani: Daranina, Makani, []
Chrissie: Marissia, Marissia, []
Kayliana: Marianua, Sayana, []
Amara: Ranara, Ranara, []
Tzippy: Kathari, Santi, []
Maleia: Lalira, Lalira, []
Khloee: Canilee, Laylee, []
Chantell: Hanell, Hanell, []
Kawanna: Daranina, Layanna, []
Shaniece: Canilee, Canilee, []
Jiya: Sianiyah, Lima, []
Donna: Anielina, Sonisha, []
Saniyah: Sianiyah, Sianiyah, []
Aniyla: Sianiyah, Sianiyah, []
Viviane: Marianee, Davinne, []
Francena: Daranina, Daranina, []
Charli: Sharite, Marali, []
Erick: Marrice, Leris, []
Malie: Ellaline, Larilie, []
Lelah: Aliela, Aliela, []
Ahana: Larhana, Larhana, []
Aleenah: Marialeen, Marialeen, []
Giulianna: Anielina, Anielina, []
Janene: Canilee, Auanee, []
Charlyn: Karelynn, Karelynn, []
Tereasa: Marresha, Lerisa, []
Rheagan: Carsiean, Argana, []
Elodia: Anielina, Zamelia, []
Nanette: Marianette, Marianette, []
Emalynn: Karelynn, Nenlynn, []
Rylan: Marianua, Hrana, []
Linh: Anielina, Aralina, []
Ciji: Anielina, Anieli, []
Kally: Jaclilyn, Jaclilyn, []
Casey: Narely, Kaney, []
Eshaal: Marresha, Cenisha, []
Idania: Sianiyah, Sianiyah, []
Faustina: Marianua, Katrin, []
Lorin: Marianua, Cleoli, []
Viviana: Marianua, Ririna, []
Navi: Anaria, Anani, []
Yuridia: Guida, Guida, []
Alanie: Marianie, Marianie, []
Denver: Korden, Korden, []
Caydence: Laylee, Laylee, []
Meaghan: Larhana, Larhana, []
Tyneisha: Sonisha, Sonisha, []
Jalesa: Kalesza, Kalesza, []
Lisset: Aliea, Aliea, []
Teyana: Sayana, Keyna, []
Venus: Cenisha, Cenisha, []
Darlene: Carlelle, Barlee, []
Ellia: Anielina, Lellah, []
Litzi: Alielic, Alielic, []
Eisley: Narely, Kille, []
Yezenia: Cenisha, Rerena, []
Maebelle: Nardeelle, Nardeelle, []
Nyssa: Kanisa, Kanisa, []
Jamey: Kameya, Kameya, []
Takesha: Marresha, Laiesha, []
Donnabelle: Carlelle, Jamelle, []
Aryah: Alariah, Marahe, []
Shelbey: Narely, Koley, []
Tionna: Larianna, Larianna, []
Cathey: Kathnyn, Kathnyn, []
Adelaide: Betlande, Lateline, []
Ludie: Aliea, Aliea, []
Toshiko: Kathari, Vosha, []
Timothy: Kathnyn, Kathnyn, []
Verity: Sharite, Leris, []
Lorine: Ellaline, Delinee, []
Kahlan: Larhana, Larhana, []
Rebekkah: Marresha, Barlee, []
Chanda: Alanda, Alanda, []
Annagrace: Ranara, Ranara, []
Kaydin: Marianua, Ladie, []
Dyamond: Caroon, Saman, []
Tawanda: Marianua, Alanda, []
Ardys: Narely, Maray, []
Joni: Sonisha, Doneli, []
Angelli: Hanell, Hanell, []
Lasha: Marresha, Sanisha, []
Magda: Alanda, Alanda, []
Lela: Aliela, Aliela, []
Sona: Sonisha, Sonisha, []
Columbia: Domelinea, Domelinea, []
Sherlin: Anielina, Aralina, []
Darya: Marianua, Maray, []
Alysa: Laleya, Laleya, []
Rivky: Marianua, Jarie, []
Irais: Lalira, Leris, []
Emmalyn: Karelynn, Nenlynn, []
Deandra: Zenda, Zenda, []
Aurea: Marresha, Karera, []
Arieanna: Larianna, Larianna, []
Zofia: Sonisha, Sonisha, []
Dahlia: Lalira, Lalira, []
Mahi: Kathari, Samah, []
Pascuala: Lasharia, Lasharia, []
Tama: Samah, Samah, []
Berklee: Carlelle, Barlee, []
Annamay: Shannay, Shannay, []
Davonna: Daranina, Davinne, []
Kenyata: Makenia, Makenia, []
Malin: Ellaline, Aralina, []
Lundyn: Karelynn, Alanda, []
Miah: Samah, Samah, []
Lollie: Ellaline, Cleoli, []
Tesha: Marresha, Cenisha, []
Anjelina: Anielina, Anielina, []
Otilia: Anielina, Sirlia, []
Denis: Cenisha, Cenisha, []
Ainslee: Canilee, Canilee, []
Alyssamarie: Dilanarie, Lasharia, []
Mardelle: Nardeelle, Nardeelle, []
Harlynn: Karelynn, Karelynn, []
Karisa: Marissia, Taria, []
Zaira: Lalira, Lalira, []
Cambria: Marianua, Taria, []
Mariangel: Marianee, Marianee, []
Alvira: Lalira, Lalira, []
Bethzy: Kathnyn, Anbert, []
Nannie: Canilee, Anani, []
Magnolia: Lalira, Lalira, []
Laia: Alariah, Alania, []
Dimitra: Samita, Samita, []
Karey: Narely, Narely, []
Shanelle: Carlelle, Hanell, []
Shamari: Lasharia, Lasharia, []
Nijah: Sianiyah, Sianiyah, []
Saphire: Lalira, Karer, []
Scarlet: Carlelle, Barlee, []
Alizay: Lalira, Lalira, []
Neftali: Anielina, Anieli, []
Egypt: Narely, Koley, []
Arabelle: Carlelle, Carlelle, []
Marwa: Marianua, Maray, []
Scotlyn: Jaclilyn, Jaclilyn, []
Meztli: Zamelia, Kameli, []
Abigail: Mariarita, Marianie, []
Brooks: Caroon, Caroon, []
Joye: Laylee, Koley, []
Cherish: Cenisha, Leris, []
Kortney: Korette, Korette, []
Ivon: Marianua, Dliva, []
Kecia: Makenia, Makenia, []
Karlene: Carlelle, Barlee, []
Samari: Kathari, Kathari, []
Amari: Kathari, Kathari, []
Yoselin: Domelinea, Domelinea, []
Zaylee: Laylee, Laylee, []
Shaneka: Shaneya, Shaneya, []
Kristian: Carsiean, Marissia, []
Yevette: Korette, Korette, []
Laisha: Sanisha, Sanisha, []
Marietta: Karretta, Karretta, []
Katera: Natletta, Karera, []
Taylen: Laylee, Laylee, []
Kawena: Makenia, Makenia, []
Amina: Marianua, Camia, []
Grabiela: Aariela, Aariela, []
Shirin: Ririna, Ririna, []
Trista: Mariarita, Lerisa, []
Selina: Anielina, Anielina, []
Briahna: Mariahena, Mariahena, []
Latoyia: Alariah, Alania, []
Talia: Lalira, Lalira, []
Avalon: Marialeen, Saman, []
Yara: Marianua, Maray, []
Candie: Canilee, Ladie, []
Marialuisa: Marianua, Marianua, []
John: Caroon, Vosha, []
Manisha: Sanisha, Sanisha, []
Minna: Domelinea, Larianna, []
Zipporah: Lalira, Lalira, []
Cortnie: Korette, Korette, []
Tamia: Zamelia, Camia, []
Jacquel: Maqreel, Maqreel, []
Otila: Anielina, Karila, []
Irish: Marresha, Leris, []
Yamileth: Canilee, Samita, []
Bettye: Korette, Korette, []
Anastasia: Lasharia, Janesta, []
Ayana: Sayana, Sayana, [, Sayana]
